25.62010057 10.01119715 0.00300000 A 
29.13268976 9.98740005 0.00300000 A 
16.56412822 9.99817921 0.00300000 A 
26.58535774 9.99765131 0.00300000 A 
29.08524803 9.99960224 0.00300000 A 
25.00605131 10.00395153 0.00300000 A 
7.69581342 10.00935384 0.00300000 A 
0.19529355 9.99375865 0.00300000 A 
20.94221356 10.00389570 0.00300000 A 
21.05269410 10.00459346 0.00300000 A 
1.90028253 10.00197876 0.00300000 A 
16.38681289 9.99651198 0.00300000 A 
19.22462855 10.00661294 0.00300000 A 
25.17274630 10.01152745 0.00300000 A 
19.51040527 10.00394049 0.00300000 A 
2.12224622 9.99623924 0.00300000 A 
17.13189159 9.99215968 0.00300000 A 
19.40344553 10.00778910 0.00300000 A 
18.27195343 10.00194246 0.00300000 A 
8.34496136 10.00467490 0.00300000 A 
20.23408589 9.98953368 0.00300000 A 
18.52713931 10.00182183 0.00300000 A 
11.92070978 9.99386788 0.00300000 A 
17.35615323 10.00193872 0.00300000 A 
5.23499481 9.99837863 0.00300000 A 
3.29768780 10.00432970 0.00300000 A 
27.79744650 9.99347558 0.00300000 A 
18.93613048 9.99877053 0.00300000 A 
16.54165859 9.99711834 0.00300000 A 
17.84735123 9.99312298 0.00300000 A 
24.12233617 9.99677807 0.00300000 A 
15.35218156 10.00775772 0.00300000 A 
22.85998045 9.99721449 0.00300000 A 
21.09405923 9.99783843 0.00300000 A 
16.58866269 9.99135835 0.00300000 A 
24.44570849 10.00365941 0.00300000 A 
7.84626641 10.00393387 0.00300000 A 
23.25037945 9.99338426 0.00300000 A 
12.91069694 10.00046639 0.00300000 A 
9.77558477 10.00128344 0.00300000 A 
5.53107839 9.99868068 0.00300000 A 
11.59255339 9.99151325 0.00300000 A 
11.07821557 9.99630879 0.00300000 A 
29.48843709 9.99701594 0.00300000 A 
4.52677025 10.00451839 0.00300000 A 
1.40794619 9.99820398 0.00300000 A 
14.50228500 10.00613560 0.00300000 A 
26.05096639 10.00385294 0.00300000 A 
1.15073001 9.99781461 0.00300000 A 
5.57517713 10.00042438 0.00300000 A 
13.96240155 10.01176213 0.00300000 A 
24.10280776 9.99558892 0.00300000 A 
24.12790013 9.99910480 0.00300000 A 
8.11173830 10.01098780 0.00300000 A 
2.50471077 9.99719473 0.00300000 A 
21.30437324 10.00326468 0.00300000 A 
21.77907201 9.99672642 0.00300000 A 
9.62062891 9.99927427 0.00300000 A 
7.92478928 10.00303660 0.00300000 A 
2.92775285 10.00983599 0.00300000 A 
15.66801841 9.99986522 0.00300000 A 
14.55547838 9.99516079 0.00300000 A 
19.13676400 10.00479650 0.00300000 A 
7.78587109 10.01256886 0.00300000 A 
1.88296095 9.99621716 0.00300000 A 
22.02930398 9.99268783 0.00300000 A 
11.04284688 9.99290187 0.00300000 A 
28.57837062 10.00293719 0.00300000 A 
27.77630614 9.99080213 0.00300000 A 
28.70901364 9.99698313 0.00300000 A 
13.15354614 10.00489352 0.00300000 A 
9.54204524 9.99653758 0.00300000 A 
16.52030254 9.98473724 0.00300000 A 
3.34151498 10.00362623 0.00300000 A 
1.22190152 10.00156531 0.00300000 A 
15.47790897 10.00727955 0.00300000 A 
21.62827658 9.99523375 0.00300000 A 
8.48364460 10.01419152 0.00300000 A 
18.25214162 10.00637101 0.00300000 A 
19.77694483 10.00291779 0.00300000 A 
6.06845017 9.99433902 0.00300000 A 
25.61870022 9.99757084 0.00300000 A 
10.56189605 10.00385673 0.00300000 A 
27.02222698 9.99720527 0.00300000 A 
23.77820785 9.99924139 0.00300000 A 
28.08049760 9.99644690 0.00300000 A 
24.46403162 10.00285734 0.00300000 A 
2.64719318 10.00201667 0.00300000 A 
26.63316719 10.00941905 0.00300000 A 
28.05486775 9.98595531 0.00300000 A 
13.30409229 9.99425188 0.00300000 A 
6.14339717 9.98324676 0.00300000 A 
17.58825778 9.99002769 0.00300000 A 
11.75522721 9.99185532 0.00300000 A 
17.89716186 9.99030970 0.00300000 A 
11.19875548 9.99106774 0.00300000 A 
2.64127690 10.00499628 0.00300000 A 
5.17020194 9.99537406 0.00300000 A 
11.66720919 10.00095628 0.00300000 A 
15.96858443 9.99271672 0.00300000 A 
